Size,Latency(us),Benchmark
32768,160.98,latency-2-nodes-calico-kube
65536,345.49,latency-2-nodes-calico-kube
131072,480.7,latency-2-nodes-calico-kube
262144,860.98,latency-2-nodes-calico-kube
524288,1578.56,latency-2-nodes-calico-kube
1048576,2931.47,latency-2-nodes-calico-kube
2097152,5681.71,latency-2-nodes-calico-kube
4194304,11339.64,latency-2-nodes-calico-kube
2,39.3,latency-2-nodes-calico-kube
4,42.14,latency-2-nodes-calico-kube
8,42.02,latency-2-nodes-calico-kube
16,41.64,latency-2-nodes-calico-kube
32,40.76,latency-2-nodes-calico-kube
64,43.59,latency-2-nodes-calico-kube
128,39.21,latency-2-nodes-calico-kube
256,42.43,latency-2-nodes-calico-kube
512,39.26,latency-2-nodes-calico-kube
1024,43.0,latency-2-nodes-calico-kube
2048,54.2,latency-2-nodes-calico-kube
4096,63.61,latency-2-nodes-calico-kube
8192,75.1,latency-2-nodes-calico-kube
16384,110.29,latency-2-nodes-calico-kube
32768,170.06,latency-2-nodes-calico-kube
65536,334.88,latency-2-nodes-calico-kube
131072,521.64,latency-2-nodes-calico-kube
262144,833.99,latency-2-nodes-calico-kube
524288,1572.52,latency-2-nodes-calico-kube
1048576,2996.34,latency-2-nodes-calico-kube
2097152,5810.94,latency-2-nodes-calico-kube
4194304,11335.94,latency-2-nodes-calico-kube
2,39.15,latency-2-nodes-calico-kube
4,38.44,latency-2-nodes-calico-kube
8,40.6,latency-2-nodes-calico-kube
16,39.47,latency-2-nodes-calico-kube
32,42.97,latency-2-nodes-calico-kube
64,40.63,latency-2-nodes-calico-kube
128,40.32,latency-2-nodes-calico-kube
256,36.39,latency-2-nodes-calico-kube
512,41.15,latency-2-nodes-calico-kube
1024,43.49,latency-2-nodes-calico-kube
2048,54.63,latency-2-nodes-calico-kube
4096,62.76,latency-2-nodes-calico-kube
8192,76.52,latency-2-nodes-calico-kube
16384,108.56,latency-2-nodes-calico-kube
32768,159.34,latency-2-nodes-calico-kube
65536,334.32,latency-2-nodes-calico-kube
131072,552.78,latency-2-nodes-calico-kube
262144,906.11,latency-2-nodes-calico-kube
524288,1556.98,latency-2-nodes-calico-kube
1048576,3148.06,latency-2-nodes-calico-kube
2097152,5581.85,latency-2-nodes-calico-kube
4194304,12830.13,latency-2-nodes-calico-kube
2,40.33,latency-2-nodes-calico-kube
4,41.98,latency-2-nodes-calico-kube
8,39.74,latency-2-nodes-calico-kube
16,42.8,latency-2-nodes-calico-kube
32,39.85,latency-2-nodes-calico-kube
64,41.87,latency-2-nodes-calico-kube
128,42.82,latency-2-nodes-calico-kube
256,40.62,latency-2-nodes-calico-kube
512,40.55,latency-2-nodes-calico-kube
1024,40.04,latency-2-nodes-calico-kube
2048,71.81,latency-2-nodes-calico-kube
4096,89.7,latency-2-nodes-calico-kube
8192,108.16,latency-2-nodes-calico-kube
16384,151.33,latency-2-nodes-calico-kube
32768,237.17,latency-2-nodes-calico-kube
65536,564.84,latency-2-nodes-calico-kube
131072,731.83,latency-2-nodes-calico-kube
262144,1432.12,latency-2-nodes-calico-kube
524288,2261.92,latency-2-nodes-calico-kube
1048576,4270.0,latency-2-nodes-calico-kube
2097152,8269.16,latency-2-nodes-calico-kube
4194304,16263.1,latency-2-nodes-calico-kube
2,42.93,latency-2-nodes-calico-kube
4,41.59,latency-2-nodes-calico-kube
8,41.92,latency-2-nodes-calico-kube
16,40.86,latency-2-nodes-calico-kube
32,42.1,latency-2-nodes-calico-kube
64,37.64,latency-2-nodes-calico-kube
128,38.81,latency-2-nodes-calico-kube
256,40.1,latency-2-nodes-calico-kube
512,39.62,latency-2-nodes-calico-kube
1024,40.73,latency-2-nodes-calico-kube
2048,64.0,latency-2-nodes-calico-kube
4096,92.17,latency-2-nodes-calico-kube
8192,115.93,latency-2-nodes-calico-kube
16384,155.42,latency-2-nodes-calico-kube
32768,228.64,latency-2-nodes-calico-kube
65536,490.36,latency-2-nodes-calico-kube
131072,745.98,latency-2-nodes-calico-kube
262144,1290.01,latency-2-nodes-calico-kube
524288,2305.37,latency-2-nodes-calico-kube
1048576,4153.65,latency-2-nodes-calico-kube
2097152,8197.89,latency-2-nodes-calico-kube
4194304,16101.66,latency-2-nodes-calico-kube
2,39.14,latency-2-nodes-flannel-kube
4,40.44,latency-2-nodes-flannel-kube
8,39.58,latency-2-nodes-flannel-kube
16,40.94,latency-2-nodes-flannel-kube
32,40.42,latency-2-nodes-flannel-kube
64,41.69,latency-2-nodes-flannel-kube
128,39.67,latency-2-nodes-flannel-kube
256,40.12,latency-2-nodes-flannel-kube
512,41.59,latency-2-nodes-flannel-kube
1024,39.59,latency-2-nodes-flannel-kube
2048,57.16,latency-2-nodes-flannel-kube
4096,96.81,latency-2-nodes-flannel-kube
8192,147.1,latency-2-nodes-flannel-kube
16384,216.68,latency-2-nodes-flannel-kube
32768,298.73,latency-2-nodes-flannel-kube
65536,721.11,latency-2-nodes-flannel-kube
131072,1164.63,latency-2-nodes-flannel-kube
262144,2171.47,latency-2-nodes-flannel-kube
524288,3820.51,latency-2-nodes-flannel-kube
1048576,6077.96,latency-2-nodes-flannel-kube
2097152,9738.55,latency-2-nodes-flannel-kube
4194304,19797.65,latency-2-nodes-flannel-kube
2,39.37,latency-2-nodes-flannel-kube
4,39.45,latency-2-nodes-flannel-kube
8,39.27,latency-2-nodes-flannel-kube
16,40.87,latency-2-nodes-flannel-kube
32,39.1,latency-2-nodes-flannel-kube
64,40.16,latency-2-nodes-flannel-kube
128,39.9,latency-2-nodes-flannel-kube
256,39.05,latency-2-nodes-flannel-kube
512,40.37,latency-2-nodes-flannel-kube
1024,40.42,latency-2-nodes-flannel-kube
2048,55.05,latency-2-nodes-flannel-kube
4096,68.53,latency-2-nodes-flannel-kube
8192,99.34,latency-2-nodes-flannel-kube
16384,149.4,latency-2-nodes-flannel-kube
32768,244.21,latency-2-nodes-flannel-kube
65536,485.2,latency-2-nodes-flannel-kube
131072,819.78,latency-2-nodes-flannel-kube
262144,1522.5,latency-2-nodes-flannel-kube
524288,2577.69,latency-2-nodes-flannel-kube
1048576,5217.43,latency-2-nodes-flannel-kube
2097152,10706.46,latency-2-nodes-flannel-kube
4194304,27997.05,latency-2-nodes-flannel-kube
2,39.87,latency-2-nodes-flannel-kube
4,39.58,latency-2-nodes-flannel-kube
8,40.2,latency-2-nodes-flannel-kube
16,39.75,latency-2-nodes-flannel-kube
32,39.65,latency-2-nodes-flannel-kube
64,39.85,latency-2-nodes-flannel-kube
128,40.12,latency-2-nodes-flannel-kube
256,40.92,latency-2-nodes-flannel-kube
512,39.97,latency-2-nodes-flannel-kube
1024,40.61,latency-2-nodes-flannel-kube
2048,57.31,latency-2-nodes-flannel-kube
4096,97.32,latency-2-nodes-flannel-kube
8192,151.32,latency-2-nodes-flannel-kube
16384,207.43,latency-2-nodes-flannel-kube
32768,304.65,latency-2-nodes-flannel-kube
65536,722.62,latency-2-nodes-flannel-kube
131072,1158.17,latency-2-nodes-flannel-kube
262144,2121.42,latency-2-nodes-flannel-kube
524288,3787.08,latency-2-nodes-flannel-kube
1048576,7358.81,latency-2-nodes-flannel-kube
2097152,13889.14,latency-2-nodes-flannel-kube
4194304,27631.02,latency-2-nodes-flannel-kube
2,39.98,latency-2-nodes-flannel-kube
4,39.26,latency-2-nodes-flannel-kube
8,43.12,latency-2-nodes-flannel-kube
16,39.91,latency-2-nodes-flannel-kube
32,39.55,latency-2-nodes-flannel-kube
64,39.52,latency-2-nodes-flannel-kube
128,40.14,latency-2-nodes-flannel-kube
256,39.39,latency-2-nodes-flannel-kube
512,41.1,latency-2-nodes-flannel-kube
1024,40.27,latency-2-nodes-flannel-kube
2048,57.35,latency-2-nodes-flannel-kube
4096,101.15,latency-2-nodes-flannel-kube
8192,149.39,latency-2-nodes-flannel-kube
16384,205.73,latency-2-nodes-flannel-kube
32768,312.26,latency-2-nodes-flannel-kube
65536,659.0,latency-2-nodes-flannel-kube
131072,1142.77,latency-2-nodes-flannel-kube
262144,2156.27,latency-2-nodes-flannel-kube
524288,3832.09,latency-2-nodes-flannel-kube
1048576,7216.66,latency-2-nodes-flannel-kube
2097152,13926.59,latency-2-nodes-flannel-kube
4194304,28051.94,latency-2-nodes-flannel-kube
2,39.86,latency-2-nodes-flannel-kube
4,40.09,latency-2-nodes-flannel-kube
8,40.9,latency-2-nodes-flannel-kube
16,39.76,latency-2-nodes-flannel-kube
32,40.75,latency-2-nodes-flannel-kube
64,40.11,latency-2-nodes-flannel-kube
128,41.37,latency-2-nodes-flannel-kube
256,39.73,latency-2-nodes-flannel-kube
512,40.22,latency-2-nodes-flannel-kube
1024,40.57,latency-2-nodes-flannel-kube
2048,63.26,latency-2-nodes-flannel-kube
4096,100.33,latency-2-nodes-flannel-kube
8192,147.09,latency-2-nodes-flannel-kube
16384,211.26,latency-2-nodes-flannel-kube
32768,324.07,latency-2-nodes-flannel-kube
65536,704.95,latency-2-nodes-flannel-kube
131072,1170.7,latency-2-nodes-flannel-kube
262144,2108.81,latency-2-nodes-flannel-kube
524288,3815.14,latency-2-nodes-flannel-kube
1048576,7331.77,latency-2-nodes-flannel-kube
2097152,14093.72,latency-2-nodes-flannel-kube
4194304,27546.1,latency-2-nodes-flannel-kube
2,39.78,latency-2-nodes-flannel-kube
4,40.3,latency-2-nodes-flannel-kube
8,38.95,latency-2-nodes-flannel-kube
16,39.66,latency-2-nodes-flannel-kube
32,40.48,latency-2-nodes-flannel-kube
64,41.27,latency-2-nodes-flannel-kube
128,42.77,latency-2-nodes-flannel-kube
256,41.24,latency-2-nodes-flannel-kube
512,41.23,latency-2-nodes-flannel-kube
1024,40.14,latency-2-nodes-flannel-kube
2048,60.89,latency-2-nodes-flannel-kube
4096,110.17,latency-2-nodes-flannel-kube
8192,180.88,latency-2-nodes-flannel-kube
16384,230.16,latency-2-nodes-flannel-kube
32768,332.16,latency-2-nodes-flannel-kube
65536,753.33,latency-2-nodes-flannel-kube
131072,1289.22,latency-2-nodes-flannel-kube
262144,2178.45,latency-2-nodes-flannel-kube
524288,3779.43,latency-2-nodes-flannel-kube
1048576,7411.98,latency-2-nodes-flannel-kube
2097152,14101.1,latency-2-nodes-flannel-kube
4194304,27753.2,latency-2-nodes-flannel-kube
2,40.82,latency-2-nodes-flannel-kube
4,41.36,latency-2-nodes-flannel-kube
8,41.07,latency-2-nodes-flannel-kube
16,39.58,latency-2-nodes-flannel-kube
32,39.89,latency-2-nodes-flannel-kube
64,39.5,latency-2-nodes-flannel-kube
128,39.94,latency-2-nodes-flannel-kube
256,40.99,latency-2-nodes-flannel-kube
512,40.17,latency-2-nodes-flannel-kube
1024,40.43,latency-2-nodes-flannel-kube
2048,58.35,latency-2-nodes-flannel-kube
4096,68.09,latency-2-nodes-flannel-kube
8192,100.14,latency-2-nodes-flannel-kube
16384,144.35,latency-2-nodes-flannel-kube
32768,213.5,latency-2-nodes-flannel-kube
65536,472.69,latency-2-nodes-flannel-kube
131072,876.89,latency-2-nodes-flannel-kube
262144,1439.99,latency-2-nodes-flannel-kube
524288,3359.6,latency-2-nodes-flannel-kube
1048576,7239.31,latency-2-nodes-flannel-kube
2097152,14392.52,latency-2-nodes-flannel-kube
4194304,27392.77,latency-2-nodes-flannel-kube
2,39.89,latency-2-nodes-flannel-kube
4,40.3,latency-2-nodes-flannel-kube
8,41.56,latency-2-nodes-flannel-kube
16,39.45,latency-2-nodes-flannel-kube
32,39.65,latency-2-nodes-flannel-kube
64,39.27,latency-2-nodes-flannel-kube
128,40.07,latency-2-nodes-flannel-kube
256,41.46,latency-2-nodes-flannel-kube
512,41.26,latency-2-nodes-flannel-kube
1024,40.15,latency-2-nodes-flannel-kube
2048,67.14,latency-2-nodes-flannel-kube
4096,104.56,latency-2-nodes-flannel-kube
8192,148.93,latency-2-nodes-flannel-kube
16384,205.08,latency-2-nodes-flannel-kube
32768,304.96,latency-2-nodes-flannel-kube
65536,698.35,latency-2-nodes-flannel-kube
131072,1141.29,latency-2-nodes-flannel-kube
262144,2090.21,latency-2-nodes-flannel-kube
524288,3788.74,latency-2-nodes-flannel-kube
1048576,7277.6,latency-2-nodes-flannel-kube
2097152,13735.75,latency-2-nodes-flannel-kube
4194304,27804.9,latency-2-nodes-flannel-kube
2,39.98,latency-2-nodes-flannel-kube
4,41.05,latency-2-nodes-flannel-kube
8,40.94,latency-2-nodes-flannel-kube
16,39.27,latency-2-nodes-flannel-kube
32,39.24,latency-2-nodes-flannel-kube
64,40.66,latency-2-nodes-flannel-kube
128,40.5,latency-2-nodes-flannel-kube
256,39.86,latency-2-nodes-flannel-kube
512,40.51,latency-2-nodes-flannel-kube
1024,40.17,latency-2-nodes-flannel-kube
2048,60.74,latency-2-nodes-flannel-kube
4096,104.4,latency-2-nodes-flannel-kube
8192,146.09,latency-2-nodes-flannel-kube
16384,214.27,latency-2-nodes-flannel-kube
32768,332.37,latency-2-nodes-flannel-kube
65536,717.39,latency-2-nodes-flannel-kube
131072,1159.87,latency-2-nodes-flannel-kube
262144,2379.84,latency-2-nodes-flannel-kube
524288,3933.67,latency-2-nodes-flannel-kube
1048576,7094.43,latency-2-nodes-flannel-kube
2097152,14293.32,latency-2-nodes-flannel-kube
4194304,27402.9,latency-2-nodes-flannel-kube
2,38.94,latency-2-nodes-flannel-kube
4,40.55,latency-2-nodes-flannel-kube
8,40.25,latency-2-nodes-flannel-kube
16,39.66,latency-2-nodes-flannel-kube
32,40.11,latency-2-nodes-flannel-kube
64,39.05,latency-2-nodes-flannel-kube
128,40.77,latency-2-nodes-flannel-kube
256,39.42,latency-2-nodes-flannel-kube
512,40.08,latency-2-nodes-flannel-kube
1024,41.16,latency-2-nodes-flannel-kube
2048,58.95,latency-2-nodes-flannel-kube
4096,103.68,latency-2-nodes-flannel-kube
8192,147.25,latency-2-nodes-flannel-kube
16384,201.6,latency-2-nodes-flannel-kube
32768,304.26,latency-2-nodes-flannel-kube
65536,697.87,latency-2-nodes-flannel-kube
131072,1150.22,latency-2-nodes-flannel-kube
262144,1765.89,latency-2-nodes-flannel-kube
524288,2854.7,latency-2-nodes-flannel-kube
1048576,5115.81,latency-2-nodes-flannel-kube
2097152,10049.99,latency-2-nodes-flannel-kube
4194304,20479.98,latency-2-nodes-flannel-kube
2,39.93,latency-2-nodes-flannel-kube
4,39.59,latency-2-nodes-flannel-kube
8,40.21,latency-2-nodes-flannel-kube
16,41.49,latency-2-nodes-flannel-kube
32,38.74,latency-2-nodes-flannel-kube
64,39.78,latency-2-nodes-flannel-kube
128,40.46,latency-2-nodes-flannel-kube
256,39.06,latency-2-nodes-flannel-kube
512,41.12,latency-2-nodes-flannel-kube
1024,40.46,latency-2-nodes-flannel-kube
2048,56.3,latency-2-nodes-flannel-kube
4096,66.63,latency-2-nodes-flannel-kube
8192,102.07,latency-2-nodes-flannel-kube
16384,145.9,latency-2-nodes-flannel-kube
32768,224.53,latency-2-nodes-flannel-kube
65536,424.99,latency-2-nodes-flannel-kube
131072,800.69,latency-2-nodes-flannel-kube
262144,1525.15,latency-2-nodes-flannel-kube
524288,2666.24,latency-2-nodes-flannel-kube
1048576,4864.35,latency-2-nodes-flannel-kube
2097152,9795.83,latency-2-nodes-flannel-kube
4194304,20081.14,latency-2-nodes-flannel-kube
2,39.2,latency-2-nodes-flannel-kube
4,39.53,latency-2-nodes-flannel-kube
8,40.4,latency-2-nodes-flannel-kube
16,40.19,latency-2-nodes-flannel-kube
32,40.02,latency-2-nodes-flannel-kube
64,39.58,latency-2-nodes-flannel-kube
128,39.79,latency-2-nodes-flannel-kube
256,40.28,latency-2-nodes-flannel-kube
512,40.19,latency-2-nodes-flannel-kube
1024,40.52,latency-2-nodes-flannel-kube
2048,57.42,latency-2-nodes-flannel-kube
4096,68.06,latency-2-nodes-flannel-kube
8192,141.46,latency-2-nodes-flannel-kube
16384,228.82,latency-2-nodes-flannel-kube
32768,324.42,latency-2-nodes-flannel-kube
65536,707.11,latency-2-nodes-flannel-kube
131072,1171.4,latency-2-nodes-flannel-kube
262144,2187.7,latency-2-nodes-flannel-kube
524288,3670.86,latency-2-nodes-flannel-kube
1048576,7230.39,latency-2-nodes-flannel-kube
2097152,14031.81,latency-2-nodes-flannel-kube
4194304,28088.2,latency-2-nodes-flannel-kube
2,39.09,latency-2-nodes-flannel-kube
4,40.73,latency-2-nodes-flannel-kube
8,39.41,latency-2-nodes-flannel-kube
16,39.31,latency-2-nodes-flannel-kube
32,41.71,latency-2-nodes-flannel-kube
64,39.03,latency-2-nodes-flannel-kube
128,39.69,latency-2-nodes-flannel-kube
256,39.81,latency-2-nodes-flannel-kube
512,40.19,latency-2-nodes-flannel-kube
1024,40.16,latency-2-nodes-flannel-kube
2048,57.64,latency-2-nodes-flannel-kube
4096,100.54,latency-2-nodes-flannel-kube
8192,146.2,latency-2-nodes-flannel-kube
16384,209.69,latency-2-nodes-flannel-kube
32768,302.57,latency-2-nodes-flannel-kube
65536,732.47,latency-2-nodes-flannel-kube
131072,1194.1,latency-2-nodes-flannel-kube
262144,2104.42,latency-2-nodes-flannel-kube
524288,3946.17,latency-2-nodes-flannel-kube
1048576,7353.8,latency-2-nodes-flannel-kube
2097152,14740.95,latency-2-nodes-flannel-kube
4194304,27562.59,latency-2-nodes-flannel-kube
2,39.12,latency-2-nodes-flannel-kube
4,39.82,latency-2-nodes-flannel-kube
8,40.49,latency-2-nodes-flannel-kube
16,40.44,latency-2-nodes-flannel-kube
32,39.4,latency-2-nodes-flannel-kube
64,39.88,latency-2-nodes-flannel-kube
128,40.72,latency-2-nodes-flannel-kube
256,39.48,latency-2-nodes-flannel-kube
512,40.49,latency-2-nodes-flannel-kube
1024,41.15,latency-2-nodes-flannel-kube
2048,57.96,latency-2-nodes-flannel-kube
4096,99.67,latency-2-nodes-flannel-kube
8192,148.52,latency-2-nodes-flannel-kube
16384,209.42,latency-2-nodes-flannel-kube
32768,315.58,latency-2-nodes-flannel-kube
65536,652.86,latency-2-nodes-flannel-kube
131072,1218.94,latency-2-nodes-flannel-kube
262144,2100.12,latency-2-nodes-flannel-kube
524288,3935.83,latency-2-nodes-flannel-kube
1048576,7181.23,latency-2-nodes-flannel-kube
2097152,13925.15,latency-2-nodes-flannel-kube
4194304,27850.73,latency-2-nodes-flannel-kube
2,39.8,latency-2-nodes-flannel-kube
4,39.9,latency-2-nodes-flannel-kube
8,39.64,latency-2-nodes-flannel-kube
16,40.1,latency-2-nodes-flannel-kube
32,41.53,latency-2-nodes-flannel-kube
64,41.28,latency-2-nodes-flannel-kube
128,39.89,latency-2-nodes-flannel-kube
256,40.1,latency-2-nodes-flannel-kube
512,39.99,latency-2-nodes-flannel-kube
1024,40.24,latency-2-nodes-flannel-kube
2048,70.61,latency-2-nodes-flannel-kube
4096,101.28,latency-2-nodes-flannel-kube
8192,149.02,latency-2-nodes-flannel-kube
16384,212.24,latency-2-nodes-flannel-kube
32768,325.62,latency-2-nodes-flannel-kube
65536,719.41,latency-2-nodes-flannel-kube
131072,1143.1,latency-2-nodes-flannel-kube
262144,2101.39,latency-2-nodes-flannel-kube
524288,3922.14,latency-2-nodes-flannel-kube
1048576,7417.17,latency-2-nodes-flannel-kube
2097152,14013.49,latency-2-nodes-flannel-kube
4194304,27444.42,latency-2-nodes-flannel-kube
2,39.7,latency-2-nodes-flannel-kube
4,38.91,latency-2-nodes-flannel-kube
8,39.37,latency-2-nodes-flannel-kube
16,41.35,latency-2-nodes-flannel-kube
32,38.92,latency-2-nodes-flannel-kube
64,41.39,latency-2-nodes-flannel-kube
128,40.24,latency-2-nodes-flannel-kube
256,38.82,latency-2-nodes-flannel-kube
512,40.29,latency-2-nodes-flannel-kube
1024,39.67,latency-2-nodes-flannel-kube
2048,57.31,latency-2-nodes-flannel-kube
4096,99.28,latency-2-nodes-flannel-kube
8192,145.07,latency-2-nodes-flannel-kube
16384,207.47,latency-2-nodes-flannel-kube
32768,336.36,latency-2-nodes-flannel-kube
65536,705.57,latency-2-nodes-flannel-kube
131072,1201.34,latency-2-nodes-flannel-kube
262144,2163.47,latency-2-nodes-flannel-kube
524288,3909.44,latency-2-nodes-flannel-kube
1048576,7103.68,latency-2-nodes-flannel-kube
2097152,13739.42,latency-2-nodes-flannel-kube
4194304,27495.17,latency-2-nodes-flannel-kube
2,39.95,latency-2-nodes-flannel-kube
4,38.82,latency-2-nodes-flannel-kube
8,39.45,latency-2-nodes-flannel-kube
16,39.18,latency-2-nodes-flannel-kube
32,40.66,latency-2-nodes-flannel-kube
64,39.17,latency-2-nodes-flannel-kube
128,40.41,latency-2-nodes-flannel-kube
256,39.7,latency-2-nodes-flannel-kube
512,40.47,latency-2-nodes-flannel-kube
1024,40.1,latency-2-nodes-flannel-kube
2048,59.15,latency-2-nodes-flannel-kube
4096,102.24,latency-2-nodes-flannel-kube
8192,146.77,latency-2-nodes-flannel-kube
16384,208.97,latency-2-nodes-flannel-kube
32768,310.06,latency-2-nodes-flannel-kube
65536,701.87,latency-2-nodes-flannel-kube
131072,1200.98,latency-2-nodes-flannel-kube
262144,2067.37,latency-2-nodes-flannel-kube
524288,3885.79,latency-2-nodes-flannel-kube
1048576,7229.43,latency-2-nodes-flannel-kube
2097152,14270.34,latency-2-nodes-flannel-kube
4194304,20142.98,latency-2-nodes-flannel-kube
2,39.59,latency-2-nodes-flannel-kube
4,39.39,latency-2-nodes-flannel-kube
8,40.66,latency-2-nodes-flannel-kube
16,39.74,latency-2-nodes-flannel-kube
32,40.45,latency-2-nodes-flannel-kube
64,40.66,latency-2-nodes-flannel-kube
128,39.3,latency-2-nodes-flannel-kube
256,40.85,latency-2-nodes-flannel-kube
512,40.3,latency-2-nodes-flannel-kube
1024,41.95,latency-2-nodes-flannel-kube
2048,56.45,latency-2-nodes-flannel-kube
4096,69.8,latency-2-nodes-flannel-kube
8192,101.02,latency-2-nodes-flannel-kube
16384,135.09,latency-2-nodes-flannel-kube
32768,218.48,latency-2-nodes-flannel-kube
65536,461.46,latency-2-nodes-flannel-kube
131072,810.89,latency-2-nodes-flannel-kube
262144,1436.02,latency-2-nodes-flannel-kube
524288,2531.02,latency-2-nodes-flannel-kube
1048576,5029.81,latency-2-nodes-flannel-kube
2097152,9624.55,latency-2-nodes-flannel-kube
